gols_feitos,gols_sofridos,gols_companheiros,saldo_gols,vitorias,empates,derrotas,rodadas,gols_feitos_total,gols_sofridos_total,gols_companheiros_total,saldo_gols_total,Último item com tentativa completa,Total score,Total tentativas correctas,Memory span,Total corretos,Total erros,Acuracia Media,Erros media,Acuracia Go,Acuracia nogo,Tempo resposta Go,Tempo resposta nogo,Media de acertos,Capacidade de rastreamento,Melhor tempo total A,Melhor tempo total B,Flexibilidade cognitiva (B-A),Acuracia media A,Acuracia media B,Media tempo total A,Media tempo total B,Flexibilidade cognitiva media (B-A)
0.2727272727272727,2.9545454545454546,1.7727272727272727,-0.9090909090909092,5,2,15,22,6,65,39,-20,6.0,54.0,9.0,5.5,295,25,0.921875,0.078125,1.0,0.609375,418.7345,364.1375000000001,3.64,3.28,14057,20943,6886,0.935924,0.8865722,15634.0,25340.6,9706.6
0.7272727272727273,3.227272727272727,2.3181818181818183,-0.1818181818181818,8,6,8,22,16,71,51,-4,5.0,40.0,8.0,5.0,264,56,0.825,0.175,0.93359,0.390625,425.413,372.7775,2.86,1.71999999999999,19465,26744,7279,0.9586208,0.9502098,23947.4,28907.2,4959.799999999999
1.0714285714285714,2.9285714285714284,1.8214285714285716,-0.0357142857142857,10,5,13,28,30,82,51,-1,4.0,20.0,5.0,3.5,271,49,0.846875,0.153125,0.96484,0.375,388.0555,369.162,2.8,1.59999999999999,21784,27416,5632,0.8385206000000001,0.8615497999999999,41449.4,44835.2,3385.799999999996
1.3214285714285714,2.7857142857142856,2.142857142857143,0.6785714285714286,16,4,8,28,37,78,60,19,6.0,54.0,9.0,5.5,297,23,0.928125,0.071875,0.98828,0.6875,465.04,378.762,2.68,1.36,18056,20776,2720,0.8769579999999999,0.8828024000000001,18638.2,24750.2,6112.0
0.75,2.857142857142857,1.6428571428571428,-0.4642857142857143,7,7,14,28,21,80,46,-13,8.0,80.0,10.0,6.0,291,29,0.909375,0.090625,0.98828,0.59375,417.601,362.438,3.1,2.2,11928,16352,4424,0.896552,0.9082826,15240.0,21494.4,6254.4000000000015
0.75,3.0,2.0,-0.25,10,6,12,28,21,84,56,-7,6.27906976744186,56.674418604651166,8.744186046511627,5.372093023255814,302,18,0.94375,0.05625,0.99609,0.734375,436.8005,381.4305,3.48,2.96,14768,20448,5680,0.860858,0.7487548,18258.8,30187.8,11929.0
0.3571428571428571,2.9642857142857144,2.071428571428572,-0.5357142857142857,6,9,13,28,10,83,58,-15,5.0,35.0,7.0,4.5,312,8,0.975,0.025,0.99218,0.90625,634.0435,429.0,3.68,3.36,18295,30992,12697,0.9442328,0.8582089999999999,19374.2,36609.6,17235.399999999998
0.6666666666666666,2.0,2.4814814814814814,1.148148148148148,16,7,4,27,18,54,67,31,8.0,72.0,9.0,5.5,299,21,0.934375,0.065625,0.99218,0.703125,480.3305,385.405,3.1,2.2,18504,28288,9784,0.9783068,0.8910018000000001,20133.2,39656.0,19522.8
0.8214285714285714,2.392857142857143,1.8571428571428568,0.2857142857142857,12,6,10,28,23,67,52,8,8.0,80.0,10.0,6.0,279,41,0.871875,0.128125,0.949215,0.5625,467.466,422.875,3.74,3.48,16625,18304,1679,0.8983066,0.9161966,19035.4,22865.4,3830.0
1.125,3.0416666666666665,1.2916666666666667,-0.625,8,5,11,24,27,73,31,-15,6.0,60.0,10.0,6.0,302,18,0.94375,0.05625,0.99609,0.734375,548.5060000000001,394.1645,2.96,1.92,15888,24624,8736,0.9304760000000002,0.8681342000000001,17646.4,26492.4,8846.0
0.5,3.25,1.9642857142857144,-0.7857142857142857,9,1,18,28,14,91,55,-22,5.0,35.0,7.0,4.5,278,42,0.86875,0.13125,0.9414,0.578125,366.885,299.85900000000004,3.26,2.51999999999999,16193,15104,-1089,0.7698949999999999,0.8256608,22758.8,19466.0,-3292.7999999999997
0.8571428571428571,3.2857142857142856,1.5714285714285714,-0.8571428571428571,6,4,18,28,24,92,44,-24,6.0,54.0,9.0,5.5,310,10,0.96875,0.03125,1.0,0.84375,534.082,412.5,2.6,1.2,16247,19208,2961,0.9309506,0.9714284,17881.2,22883.2,5002.0
0.8571428571428571,1.7142857142857142,1.4642857142857142,0.6071428571428571,14,9,5,28,24,48,41,17,6.0,48.0,8.0,5.0,308,12,0.9625,0.0375,0.98828,0.859375,533.4645,497.0,3.44,2.88,21248,26648,5400,0.8850244,0.9058314,23779.2,31772.8,7993.5999999999985
1.1071428571428572,2.6785714285714284,1.7857142857142858,0.2142857142857142,13,6,9,28,31,75,50,6,8.0,72.0,9.0,5.5,307,13,0.959375,0.040625,0.99609,0.8125,468.607,377.25,3.28,2.55999999999999,15096,19752,4656,0.9220714,0.963492,17422.2,24030.4,6608.200000000001
0.8928571428571429,2.071428571428572,2.1785714285714284,1.0,18,4,6,28,25,58,61,28,6.0,54.0,9.0,5.5,287,33,0.896875,0.103125,0.95703,0.65625,500.493,496.021,3.04,2.08,23872,24008,136,0.839711,0.8517896,26687.2,28752.6,2065.399999999998
0.7857142857142857,3.0357142857142856,2.142857142857143,-0.1071428571428571,7,9,12,28,22,85,60,-3,8.0,96.0,12.0,7.0,208,112,0.65,0.35,0.656245,0.625,412.4565,370.594,3.56,3.12,14120,20025,5905,0.9502098,0.9428024,16217.8,24811.2,8593.400000000001
0.7857142857142857,3.2857142857142856,2.0357142857142856,-0.4642857142857143,8,6,14,28,22,92,57,-13,8.0,80.0,10.0,6.0,286,34,0.89375,0.10625,0.99218,0.5,405.8385,357.921,3.74,3.48,21248,25528,4280,0.8668011999999999,0.8987322000000001,41711.6,33777.8,-7933.799999999996
1.0357142857142858,3.25,1.6428571428571428,-0.5714285714285714,8,7,13,28,29,91,46,-16,5.0,40.0,8.0,5.0,297,23,0.928125,0.071875,0.957025,0.8125,482.353,374.8335,3.0,2.0,25312,33760,8448,0.9132388,0.9511112,36705.8,49993.6,13287.799999999996
1.0357142857142858,2.7142857142857144,1.6071428571428572,-0.0714285714285714,13,4,11,28,29,76,45,-2,6.0,54.0,9.0,5.5,278,42,0.86875,0.13125,0.972655,0.453125,438.478,385.6085000000001,3.36,2.71999999999999,18625,21904,3279,0.8618105999999999,0.8479576,20968.0,28249.2,7281.200000000001
1.3636363636363635,3.3181818181818183,1.681818181818182,-0.2727272727272727,8,2,12,22,30,73,37,-6,6.0,36.0,6.0,4.0,286,34,0.89375,0.10625,0.988275,0.515625,492.2965,388.069,2.82,1.63999999999999,16871,22615,5744,0.9857142,0.8900848,20228.6,41886.6,21658.0
1.1428571428571428,2.7857142857142856,1.8928571428571428,0.25,13,9,6,28,32,78,53,7,6.0,54.0,9.0,5.5,308,12,0.9625,0.0375,1.0,0.8125,441.676,337.3285,3.64,3.28,13583,15112,1529,0.963492,0.9369276,15177.2,18289.8,3112.5999999999985
1.5357142857142858,2.571428571428572,1.1071428571428572,0.0714285714285714,10,8,10,28,43,72,31,2,5.0,40.0,8.0,5.0,296,24,0.925,0.075,1.0,0.625,405.3045,349.748,3.1,2.2,20488,27328,6840,0.9033826,0.6892958,27710.4,40601.6,12891.199999999995
1.1071428571428572,3.1785714285714284,2.107142857142857,0.0357142857142857,10,9,9,28,31,89,59,1,8.0,88.0,11.0,6.5,299,21,0.934375,0.065625,1.0,0.671875,430.4295,377.0,3.64,3.28,18671,19431,760,0.9783068,0.9925926,21057.2,27271.6,6214.399999999998
0.7857142857142857,2.5,2.0,0.2857142857142857,14,4,10,28,22,70,56,8,6.0,48.0,8.0,5.0,234,86,0.73125,0.26875,0.72656,0.75,511.3165,403.1825,2.64,1.28,17752,20928,3176,0.9576172,0.9110734,20119.8,29043.4,8923.600000000002
